Model,Variable,Unit,Internal_variable
GCAM 7.0,Secondary Energy|Electricity|Solar|PV,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Storage Losses,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Transmission Losses,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Wind,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Gases,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Gases|Biomass,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Gases|Coal,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Gases|Natural Gas,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Gases|Other,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Heat,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Heat|Biomass,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Heat|Coal,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Heat|Gas,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Heat|Geothermal,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Heat|Oil,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Heat|Other,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Biomass,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Biomass|w/ CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Biomass|w/o CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Coal,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Coal|w/ CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Coal|w/o CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Electricity,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Fossil,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Fossil|w/ CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Fossil|w/o CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Gas,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Gas|w/ CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Hydrogen|Gas|w/o CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Biomass,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Biomass|w/ CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Biomass|w/o CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Coal,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Coal|w/ CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Coal|w/o CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Fossil,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Fossil|w/ CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Gas,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Gas|w/ CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Gas|w/o CCS,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Liquids|Oil,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Solids,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Solids|Biomass,EJ/yr,se_gen_tech_clean
GCAM 7.0,Secondary Energy|Solids|Coal,EJ/yr,se_gen_tech_clean
GCAM 7.0,Specific Energy Consumption|Production|Chemicals|Methanol,MJ/t,
GCAM 7.0,Specific Energy Consumption|Production|Chemicals|Other,MJ/t,
GCAM 7.0,Specific Energy Consumption|Production|Non-ferrous metals,MJ/t,
GCAM 7.0,Temperature|Global Mean,ºC,global_temp_clean
GCAM 7.0,Trade|Primary Energy|Biomass|Volume,EJ/yr,energy_trade_clean
GCAM 7.0,Trade|Primary Energy|Coal|Volume,EJ/yr,energy_trade_clean
GCAM 7.0,Trade|Primary Energy|Gas|Volume,EJ/yr,energy_trade_clean
GCAM 7.0,Trade|Primary Energy|Oil|Volume,EJ/yr,energy_trade_clean
GCAM 7.0,Transport|Stock|Maritime,million vehicles,
GCAM 7.0,Transport|Stock|Maritime|Freight,million vehicles,
GCAM 7.0,Transport|Stock|Rail,million vehicles,
GCAM 7.0,Transport|Stock|Rail|Freight,million vehicles,
GCAM 7.0,Transport|Stock|Rail|Passenger,million vehicles,
GCAM 7.0,Transport|Stock|Road|Freight,million vehicles,
GCAM 7.0,Transport|Stock|Road|Passenger,million vehicles,
GCAM 7.0,Transport|Stock|Road|Passenger|2W&3W,million vehicles,
GCAM 7.0,Transport|Stock|Road|Passenger|Bus,million vehicles,
GCAM 7.0,Value Added|Industry,billion US$2010/yr,
GCAM 7.0,Value Added|Industry|Energy,billion US$2010/yr,
GCAM 7.0,Value Added|Industry|Share of energy costs,%,
GCAM 7.0,Water Consumption,km3/yr,
GCAM 7.0,Water Consumption|Irrigation,km3/yr,
GCAM 7.0,Water Withdrawal|Irrigation,km3/yr,
GCAM 7.0,Yield|Cereal,t DM/ha/yr,
GCAM 7.0,Yield|Oilcrops,t DM/ha/yr,
GCAM 7.0,Yield|Sugarcrops,t DM/ha/yr,
GCAM 7.0,Emissions|Kyoto Gases,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|AFOLU,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Buildings,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Cement,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Chemicals,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Electricity,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Industry,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Other,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Other Energy Supply,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Other Industry,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Steel,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Supply,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Transportation,Mt CO2-equiv/yr,ghg_sector_clean
GCAM 7.0,Emissions|Kyoto Gases|Non-ferrous Metals,Mt CO2-equiv/yr,ghg_sector_clean
