# common-definitions.url: git@github.com:IAMconsortium/common-definitions
# common-definitions.commit_hash: 7e32405ade790677a6022ff498395bff00d9792d
# common-definitions.commit_timestamp: 2025-10-20 10:42:13
variable,description,unit,tier,Internal_variable,Status,comments.answers,navigate,engage,notes,lower_bound,note,range,region.aggregation,check.aggregate,skip.region.aggregation,sdg,weight,min,components,shape,agmip,ngfs5
Capacity Additions|Gases|Hydrogen,Total annual new capacity installation to produce gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies),GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Gases|Other,Total annual new capacity installation to produce gaseous fuels from sources that do not fit any other category,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat,Total annual new capacity installation to produce centralized heat,GW/yr,2,,,CR: Not computable since we do not have heat capacities,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Biomass,"Total annual new capacity installation to produce centralized heat from biomass, including biogas",GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Coal,Total annual new capacity installation to produce centralized heat from coal,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Electricity,Total annual new capacity installation to produce centralized heat from electricity,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Fossil,"Total annual new capacity installation to produce centralized heat from fossil fuels including natural gas, oil and coal",GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Gas,Total annual new capacity installation to produce centralized heat from fossil methane ('natural gas'),GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Geothermal,Total annual new capacity installation to produce centralized heat from geothermal energy excluding ground-source heat pumps,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Hydrogen,Total annual new capacity installation to produce centralized heat from hydrogen,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Nuclear,Total annual new capacity installation to produce centralized heat from nuclear energy,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Oil,Total annual new capacity installation to produce centralized heat from refined crude oil,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Other,Total annual new capacity installation to produce centralized heat from sources that do not fit any other category,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Heat|Solar,Total annual new capacity installation to produce centralized heat from solar energy,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen,Total annual new capacity installation to produce hydrogen,GW/yr,2,,,CR: Not computable since we do not have hydrogen capacities,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen|Biomass,Total annual new capacity installation to produce hydrogen generated from biomass,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen|Coal,Total annual new capacity installation to produce hydrogen from coal,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen|Electricity,Total annual new capacity installation to produce hydrogen from electrolysis,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen|Fossil,"Total annual new capacity installation to produce hydrogen from fossil fuels including natural gas, oil and coal",GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen|Gas,Total annual new capacity installation to produce hydrogen from fossil methane ('natural gas'),GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen|Nuclear,Total annual new capacity installation to produce hydrogen from nuclear energy (e.g. thermochemical water splitting with nuclear heat),GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen|Oil,Total annual new capacity installation to produce hydrogen from refined crude oil,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen|Other,Total annual new capacity installation to produce hydrogen from other sources,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Hydrogen|Solar,Total annual new capacity installation to produce hydrogen from solar energy (e.g. thermochemical water splitting with solar heat),GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Liquids,"Total annual new capacity installation to produce refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels",GW/yr,2,,,CR: Not computable since we do not have refined liquids capacities,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Liquids|Biomass,Total annual new capacity installation to produce liquid fuels from biomass,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Liquids|Coal,Total annual new capacity installation to produce liquid fuels from coal,GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Liquids|Electricity,"Total annual new capacity installation to produce liquid synthetic fuels from electricity, i.e., e-fuels (if hydrogen is not explicitly modeled as an intermediate product)",GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
Capacity Additions|Liquids|Fossil,"Total annual new capacity installation to produce liquid fuels from fossil fuels including coal, natural gas and conventional/unconventional oil",GW/yr,3,,,,,,This variable should be computed as yearly average additions between the previous and the current reported time step.,,,,,,,,,,,,,
